Date,Week,Region,Brand,Category,Subcategory,Revenue,COGS,Gross_Profit,Operating_Expenses,Operating_Income,Units,Gross_Margin_Percentage,Operating_Margin_Percentage
2021-07-31,27,Canada,Aerie,Intimates,N/A,2824661.58,1651513.32,1173148.26,810166.76,362981.49,79251,41.53,12.85
2021-07-31,27,Canada,Aerie,Swim,N/A,1184591.49,703935.77,480655.72,329063.75,151591.97,39405,40.58,12.8
2021-07-31,27,Canada,Aerie,Tops,N/A,1003620.74,597952.35,405668.39,275614.0,130054.4,27062,40.42,12.96
2021-07-31,27,Canada,American Eagle,Mens Apparel,Accessories,2409232.01,1264301.45,1144930.57,658788.91,486141.66,62801,47.52,20.18
2021-07-31,27,Canada,American Eagle,Mens Apparel,Active Bottoms,3446004.93,2156726.4,1289278.53,1004330.58,284947.95,95340,37.41,8.27
2021-07-31,27,Canada,American Eagle,Mens Apparel,Jeans,7011183.93,4084648.07,2926535.87,2044441.22,882094.64,153531,41.74,12.58
2021-07-31,27,Canada,American Eagle,Mens Apparel,Others,3002739.77,1928420.81,1074318.96,855869.33,218449.63,94775,35.78,7.28
2021-07-31,27,Canada,American Eagle,Mens Apparel,Tops,5217941.24,3270227.65,1947713.59,1594849.49,352864.1,161009,37.33,6.76
2021-07-31,27,Canada,American Eagle,Womens Apparel,Accessories,2946336.5,1616202.25,1330134.25,800726.27,529407.98,97476,45.15,17.97
2021-07-31,27,Canada,American Eagle,Womens Apparel,Dresses,2923360.08,1672525.72,1250834.36,823421.73,427412.63,77219,42.79,14.62
2021-07-31,27,Canada,American Eagle,Womens Apparel,Jeans,5693456.51,3327796.36,2365660.14,1465191.78,900468.36,164188,41.55,15.82
2021-07-31,27,Canada,American Eagle,Womens Apparel,Others,2897636.38,1825244.75,1072391.63,816949.64,255441.99,76346,37.01,8.82
2021-07-31,27,Canada,American Eagle,Womens Apparel,Tops,5358275.81,3269490.48,2088785.33,1461948.82,626836.51,110413,38.98,11.7
2021-07-31,27,United States,Aerie,Accessories,N/A,1858689.02,1006680.47,852008.55,488319.13,363689.42,53004,45.84,19.57
2021-07-31,27,United States,Aerie,Activewear,N/A,4574447.85,2765905.98,1808541.87,1387394.81,421147.06,149074,39.54,9.21
2021-07-31,27,United States,Aerie,Intimates,N/A,7076526.08,3813817.29,3262708.79,2014548.91,1248159.88,213763,46.11,17.64
2021-07-31,27,United States,Aerie,Swim,N/A,3157714.04,1788974.9,1368739.14,772718.14,596020.99,105686,43.35,18.88
2021-07-31,27,United States,Aerie,Tops,N/A,2762311.55,1695506.89,1066804.67,770320.93,296483.73,84444,38.62,10.73
2021-07-31,27,United States,American Eagle,Mens Apparel,Accessories,9917266.19,5370102.46,4547163.72,3014302.86,1532860.86,264678,45.85,15.46
2021-07-31,27,United States,American Eagle,Mens Apparel,Active Bottoms,8706700.39,5333774.54,3372925.85,2057341.61,1315584.24,186547,38.74,15.11
2021-07-31,27,United States,American Eagle,Mens Apparel,Jeans,20866193.44,11894111.88,8972081.56,5786278.54,3185803.02,645469,43.0,15.27
2021-07-31,27,United States,American Eagle,Mens Apparel,Others,8485316.56,5564466.16,2920850.41,2194423.89,726426.52,194990,34.42,8.56
2021-07-31,27,United States,American Eagle,Mens Apparel,Tops,13784228.12,8377994.26,5406233.86,3902858.89,1503374.97,318816,39.22,10.91
2021-07-31,27,United States,American Eagle,Womens Apparel,Accessories,9213962.18,5114841.89,4099120.29,2832447.47,1266672.82,242063,44.49,13.75
2021-07-31,27,United States,American Eagle,Womens Apparel,Dresses,8639240.82,5186044.74,3453196.08,2474553.85,978642.22,215719,39.97,11.33
2021-07-31,27,United States,American Eagle,Womens Apparel,Jeans,14618133.3,8640938.45,5977194.85,4152833.05,1824361.8,385649,40.89,12.48
2021-07-31,27,United States,American Eagle,Womens Apparel,Others,10171449.76,6570282.8,3601166.96,3179972.94,421194.02,233564,35.4,4.14
2021-07-31,27,United States,American Eagle,Womens Apparel,Tops,14272973.9,8949044.73,5323929.17,3653921.36,1670007.81,299936,37.3,11.7
2021-08-07,28,Canada,Aerie,Accessories,N/A,920666.8,520364.36,400302.43,263073.79,137228.65,29669,43.48,14.91
2021-08-07,28,Canada,Aerie,Activewear,N/A,1998356.4,1193095.13,805261.27,524326.02,280935.25,57214,40.3,14.06
2021-08-07,28,Canada,Aerie,Intimates,N/A,2978235.69,1631401.46,1346834.23,842985.73,503848.5,84740,45.22,16.92
2021-08-07,28,Canada,Aerie,Swim,N/A,1051880.13,585418.48,466461.65,308525.21,157936.44,34898,44.35,15.01
2021-08-07,28,Canada,Aerie,Tops,N/A,1074130.42,639910.87,434219.55,338025.23,96194.32,42550,40.43,8.96
2021-08-07,28,Canada,American Eagle,Mens Apparel,Accessories,3193254.22,1735505.77,1457748.45,875835.0,581913.45,65735,45.65,18.22
2021-08-07,28,Canada,American Eagle,Mens Apparel,Active Bottoms,2584717.94,1479981.78,1104736.16,759659.09,345077.07,75193,42.74,13.35
2021-08-07,28,Canada,American Eagle,Mens Apparel,Jeans,5088241.02,2876319.35,2211921.67,1606031.93,605889.74,131883,43.47,11.91
2021-08-07,28,Canada,American Eagle,Mens Apparel,Others,2273954.13,1497076.32,776877.8,544575.27,232302.53,75113,34.16,10.22
2021-08-07,28,Canada,American Eagle,Mens Apparel,Tops,5247629.81,3333909.49,1913720.32,1545837.26,367883.07,151373,36.47,7.01
2021-08-07,28,Canada,American Eagle,Womens Apparel,Accessories,3446529.86,2010608.97,1435920.89,1038007.15,397913.74,71289,41.66,11.55
2021-08-07,28,Canada,American Eagle,Womens Apparel,Dresses,2947038.01,1675264.69,1271773.31,920783.94,350989.38,73665,43.15,11.91
2021-08-07,28,Canada,American Eagle,Womens Apparel,Jeans,5660641.02,3319593.06,2341047.96,1593569.78,747478.18,146922,41.36,13.2
2021-08-07,28,Canada,American Eagle,Womens Apparel,Others,2575959.94,1688777.1,887182.85,669869.39,217313.46,63589,34.44,8.44
2021-08-07,28,Canada,American Eagle,Womens Apparel,Tops,4675347.96,3018447.24,1656900.72,1326815.11,330085.61,130164,35.44,7.06
2021-08-07,28,United States,Aerie,Accessories,N/A,1928277.33,1043150.78,885126.55,585559.73,299566.82,56858,45.9,15.54
2021-08-07,28,United States,Aerie,Activewear,N/A,3591059.65,2072428.8,1518630.85,1020558.56,498072.29,128147,42.29,13.87
2021-08-07,28,United States,Aerie,Intimates,N/A,7604172.2,4276227.79,3327944.42,1895714.01,1432230.41,253859,43.76,18.83
2021-08-07,28,United States,Aerie,Swim,N/A,2992842.11,1696136.54,1296705.57,794644.68,502060.89,103934,43.33,16.78
2021-08-07,28,United States,Aerie,Tops,N/A,2702631.88,1652635.35,1049996.53,768752.28,281244.25,73655,38.85,10.41
2021-08-07,28,United States,American Eagle,Mens Apparel,Accessories,6461177.14,3604034.75,2857142.39,1829553.83,1027588.56,210506,44.22,15.9
2021-08-07,28,United States,American Eagle,Mens Apparel,Active Bottoms,7337384.86,4427329.33,2910055.53,1936135.89,973919.64,192233,39.66,13.27
2021-08-07,28,United States,American Eagle,Mens Apparel,Jeans,12046495.92,7149711.26,4896784.66,3535196.5,1361588.16,362547,40.65,11.3
2021-08-07,28,United States,American Eagle,Mens Apparel,Others,8636235.51,5762009.98,2874225.53,2508859.3,365366.23,245371,33.28,4.23
2021-08-07,28,United States,American Eagle,Mens Apparel,Tops,9493640.17,5633784.15,3859856.03,2717684.46,1142171.56,210021,40.66,12.03
2021-08-07,28,United States,American Eagle,Womens Apparel,Accessories,8512029.85,4875975.31,3636054.54,2319238.65,1316815.89,170747,42.72,15.47
2021-08-07,28,United States,American Eagle,Womens Apparel,Dresses,8192172.59,4850367.45,3341805.14,2239610.68,1102194.46,183028,40.79,13.45
2021-08-07,28,United States,American Eagle,Womens Apparel,Jeans,13232595.67,7940144.14,5292451.53,3505993.36,1786458.17,346166,40.0,13.5
2021-08-07,28,United States,American Eagle,Womens Apparel,Others,7311727.39,4622042.1,2689685.29,2314837.35,374847.94,154510,36.79,5.13
2021-08-07,28,United States,American Eagle,Womens Apparel,Tops,13390215.41,8608810.67,4781404.74,3887585.87,893818.87,288042,35.71,6.68
2021-08-14,29,Canada,Aerie,Accessories,N/A,949186.17,518542.91,430643.26,292173.41,138469.85,36243,45.37,14.59
2021-08-14,29,Canada,Aerie,Activewear,N/A,1789860.16,1110573.45,679286.7,491144.42,188142.29,65228,37.95,10.51
2021-08-14,29,Canada,Aerie,Intimates,N/A,3166656.73,1586838.11,1579818.62,852319.44,727499.17,93893,49.89,22.97
2021-08-14,29,Canada,Aerie,Swim,N/A,1570724.23,873619.58,697104.65,446480.69,250623.96,52041,44.38,15.96
2021-08-14,29,Canada,Aerie,Tops,N/A,1166638.22,742924.36,423713.87,342441.96,81271.91,45081,36.32,6.97
2021-08-14,29,Canada,American Eagle,Mens Apparel,Accessories,4680092.22,2628250.43,2051841.79,1099236.67,952605.12,96111,43.84,20.35
2021-08-14,29,Canada,American Eagle,Mens Apparel,Active Bottoms,4032319.69,2502164.79,1530154.9,1228244.62,301910.28,92668,37.95,7.49
2021-08-14,29,Canada,American Eagle,Mens Apparel,Jeans,8662363.78,5260796.31,3401567.47,2399653.33,1001914.14,196716,39.27,11.57
2021-08-14,29,Canada,American Eagle,Mens Apparel,Others,3613346.14,2386210.17,1227135.97,987100.56,240035.42,86669,33.96,6.64
2021-08-14,29,Canada,American Eagle,Mens Apparel,Tops,5444034.45,3287225.08,2156809.37,1483588.64,673220.73,120096,39.62,12.37
2021-08-14,29,Canada,American Eagle,Womens Apparel,Accessories,3997990.31,2342333.96,1655656.34,1011055.97,644600.38,92559,41.41,16.12
2021-08-14,29,Canada,American Eagle,Womens Apparel,Dresses,3250225.21,1897221.33,1353003.88,849752.91,503250.97,68188,41.63,15.48
2021-08-14,29,Canada,American Eagle,Womens Apparel,Jeans,8119953.31,4654641.03,3465312.28,2244130.11,1221182.17,202398,42.68,15.04
2021-08-14,29,Canada,American Eagle,Womens Apparel,Others,4912312.24,3269565.82,1642746.42,1392397.54,250348.88,100064,33.44,5.1
2021-08-14,29,Canada,American Eagle,Womens Apparel,Tops,6489250.84,3963872.17,2525378.68,1689837.1,835541.58,129901,38.92,12.88
2021-08-14,29,United States,Aerie,Accessories,N/A,2581535.58,1499651.7,1081883.88,804914.48,276969.4,84717,41.91,10.73
2021-08-14,29,United States,Aerie,Activewear,N/A,6159746.38,3381123.43,2778622.95,1645613.86,1133009.09,185979,45.11,18.39
2021-08-14,29,United States,Aerie,Intimates,N/A,10005886.65,5706309.03,4299577.62,2729313.15,1570264.47,372197,42.97,15.69
2021-08-14,29,United States,Aerie,Swim,N/A,3639621.24,1967516.33,1672104.91,1017676.77,654428.14,126443,45.94,17.98
2021-08-14,29,United States,Aerie,Tops,N/A,3617678.25,2308373.08,1309305.17,900877.09,408428.08,104658,36.19,11.29
2021-08-14,29,United States,American Eagle,Mens Apparel,Accessories,10480179.33,6091393.21,4388786.12,3249572.4,1139213.72,301102,41.88,10.87
2021-08-14,29,United States,American Eagle,Mens Apparel,Active Bottoms,12139606.76,6612205.96,5527400.8,3423159.9,2104240.9,322865,45.53,17.33
2021-08-14,29,United States,American Eagle,Mens Apparel,Jeans,22022664.53,12651261.88,9371402.65,5594853.68,3776548.97,727830,42.55,17.15
2021-08-14,29,United States,American Eagle,Mens Apparel,Others,11119664.41,7365459.49,3754204.92,3106497.9,647707.02,273631,33.76,5.82
2021-08-14,29,United States,American Eagle,Mens Apparel,Tops,17626897.78,10516137.16,7110760.62,4982875.99,2127884.63,358615,40.34,12.07
2021-08-14,29,United States,American Eagle,Womens Apparel,Accessories,13425432.76,7195258.17,6230174.59,4037222.2,2192952.38,282895,46.41,16.33
2021-08-14,29,United States,American Eagle,Womens Apparel,Dresses,12750048.84,7181196.53,5568852.32,3330841.74,2238010.58,391507,43.68,17.55
2021-08-14,29,United States,American Eagle,Womens Apparel,Jeans,23515560.34,13038453.86,10477106.47,6743333.13,3733773.35,643577,44.55,15.88
2021-08-14,29,United States,American Eagle,Womens Apparel,Others,12381428.99,7611808.33,4769620.66,3466722.44,1302898.22,292128,38.52,10.52
2021-08-14,29,United States,American Eagle,Womens Apparel,Tops,17512732.34,11429720.75,6083011.59,5325956.75,757054.84,482380,34.73,4.32
2021-08-21,30,Canada,Aerie,Accessories,N/A,901051.81,486519.05,414532.76,246017.9,168514.86,24054,46.01,18.7
2021-08-21,30,Canada,Aerie,Activewear,N/A,2119973.24,1339721.29,780251.95,579727.15,200524.8,76573,36.8,9.46
2021-08-21,30,Canada,Aerie,Intimates,N/A,3164550.36,1733516.03,1431034.33,918189.28,512845.05,88075,45.22,16.21
2021-08-21,30,Canada,Aerie,Swim,N/A,1515865.88,880660.13,635205.76,418889.82,216315.94,50112,41.9,14.27
2021-08-21,30,Canada,Aerie,Tops,N/A,1371650.46,833394.31,538256.15,412597.63,125658.52,41309,39.24,9.16
2021-08-21,30,Canada,American Eagle,Mens Apparel,Accessories,4053886.24,2214304.72,1839581.51,1076090.13,763491.39,129009,45.38,18.83
2021-08-21,30,Canada,American Eagle,Mens Apparel,Active Bottoms,4079492.01,2686708.45,1392783.55,1309759.42,83024.13,108336,34.14,2.04
2021-08-21,30,Canada,American Eagle,Mens Apparel,Jeans,9585363.87,5580888.1,4004475.77,2529583.95,1474891.82,288131,41.78,15.39
2021-08-21,30,Canada,American Eagle,Mens Apparel,Others,4139591.63,2550342.55,1589249.07,1316165.66,273083.41,87038,38.39,6.6
2021-08-21,30,Canada,American Eagle,Mens Apparel,Tops,6536311.51,4124172.86,2412138.65,1759805.63,652333.02,172208,36.9,9.98
2021-08-21,30,Canada,American Eagle,Womens Apparel,Accessories,4189863.09,2222486.43,1967376.65,996714.22,970662.44,132863,46.96,23.17
2021-08-21,30,Canada,American Eagle,Womens Apparel,Dresses,3458416.61,1963024.92,1495391.69,990432.44,504959.26,105275,43.24,14.6
2021-08-21,30,Canada,American Eagle,Womens Apparel,Jeans,8723765.16,5047771.91,3675993.25,2809693.25,866300.0,282215,42.14,9.93
2021-08-21,30,Canada,American Eagle,Womens Apparel,Others,3675161.53,2258741.95,1416419.57,834930.72,581488.86,120575,38.54,15.82
2021-08-21,30,Canada,American Eagle,Womens Apparel,Tops,7303879.5,4594804.53,2709074.98,2013145.92,695929.06,218693,37.09,9.53
2021-08-21,30,United States,Aerie,Accessories,N/A,3101879.12,1744132.2,1357746.93,877272.38,480474.55,109214,43.77,15.49
2021-08-21,30,United States,Aerie,Activewear,N/A,8701731.92,5005036.52,3696695.4,2536326.35,1160369.04,256095,42.48,13.33
2021-08-21,30,United States,Aerie,Intimates,N/A,8800372.03,4652943.09,4147428.95,2508558.17,1638870.78,235373,47.13,18.62
2021-08-21,30,United States,Aerie,Swim,N/A,4993801.14,2786248.63,2207552.52,1591556.42,615996.1,179810,44.21,12.34
2021-08-21,30,United States,Aerie,Tops,N/A,4825589.87,3001315.7,1824274.17,1570481.92,253792.25,170471,37.8,5.26
2021-08-21,30,United States,American Eagle,Mens Apparel,Accessories,9865090.2,5328839.7,4536250.51,2874640.0,1661610.51,277566,45.98,16.84
2021-08-21,30,United States,American Eagle,Mens Apparel,Active Bottoms,12053301.04,7155527.26,4897773.78,3363868.7,1533905.08,282928,40.63,12.73
2021-08-21,30,United States,American Eagle,Mens Apparel,Jeans,21079368.31,11887111.39,9192256.92,5577290.12,3614966.8,638209,43.61,17.15
2021-08-21,30,United States,American Eagle,Mens Apparel,Others,11361572.33,7569881.69,3791690.64,3158203.92,633486.71,281745,33.37,5.58
2021-08-21,30,United States,American Eagle,Mens Apparel,Tops,17142930.83,9952314.03,7190616.8,4324822.72,2865794.07,542286,41.95,16.72
2021-08-21,30,United States,American Eagle,Womens Apparel,Accessories,10901138.55,6124165.31,4776973.23,3001228.45,1775744.78,317570,43.82,16.29
2021-08-21,30,United States,American Eagle,Womens Apparel,Dresses,11667901.8,6185959.06,5481942.74,3072844.31,2409098.43,310159,46.98,20.65
2021-08-21,30,United States,American Eagle,Womens Apparel,Jeans,20458594.06,11586900.9,8871693.16,5780034.79,3091658.37,470907,43.36,15.11
2021-08-21,30,United States,American Eagle,Womens Apparel,Others,11628265.42,7699622.1,3928643.33,3237955.38,690687.94,250556,33.79,5.94
2021-08-21,30,United States,American Eagle,Womens Apparel,Tops,20405675.03,12685547.08,7720127.95,5472839.06,2247288.89,625105,37.83,11.01
2021-08-28,31,Canada,Aerie,Accessories,N/A,971846.3,524192.58,447653.72,303653.34,144000.38,34582,46.06,14.82
2021-08-28,31,Canada,Aerie,Activewear,N/A,2305657.89,1333501.0,972156.89,583350.99,388805.9,58152,42.16,16.86
2021-08-28,31,Canada,Aerie,Intimates,N/A,3372878.74,1931490.05,1441388.68,995618.39,445770.29,92736,42.73,13.22
2021-08-28,31,Canada,Aerie,Swim,N/A,1604360.56,906956.66,697403.91,417589.26,279814.64,45740,43.47,17.44
2021-08-28,31,Canada,Aerie,Tops,N/A,1438105.35,875527.15,562578.2,408063.51,154514.69,48665,39.12,10.74
2021-08-28,31,Canada,American Eagle,Mens Apparel,Accessories,2939499.98,1660771.37,1278728.6,853781.41,424947.2,70390,43.5,14.46
2021-08-28,31,Canada,American Eagle,Mens Apparel,Active Bottoms,2999291.67,1875760.67,1123530.99,857014.95,266516.04,84783,37.46,8.89
2021-08-28,31,Canada,American Eagle,Mens Apparel,Jeans,6306257.06,3628737.02,2677520.04,1901250.49,776269.55,131893,42.46,12.31
2021-08-28,31,Canada,American Eagle,Mens Apparel,Others,2561357.75,1566507.57,994850.18,654534.74,340315.44,80974,38.84,13.29
2021-08-28,31,Canada,American Eagle,Mens Apparel,Tops,5883345.35,3601587.44,2281757.9,1830755.64,451002.26,121907,38.78,7.67
2021-08-28,31,Canada,American Eagle,Womens Apparel,Accessories,3373470.68,1921082.18,1452388.51,1012522.49,439866.02,70878,43.05,13.04
2021-08-28,31,Canada,American Eagle,Womens Apparel,Dresses,3103246.51,1706821.64,1396424.87,987036.75,409388.12,71205,45.0,13.19
2021-08-28,31,Canada,American Eagle,Womens Apparel,Jeans,5339578.26,3086903.71,2252674.55,1418298.07,834376.48,115481,42.19,15.63
2021-08-28,31,Canada,American Eagle,Womens Apparel,Others,3050144.34,1955088.15,1095056.19,825133.29,269922.9,64646,35.9,8.85
2021-08-28,31,Canada,American Eagle,Womens Apparel,Tops,4410989.6,2640561.35,1770428.25,1288372.51,482055.74,90658,40.14,10.93
2021-08-28,31,United States,Aerie,Accessories,N/A,2362415.97,1242886.31,1119529.66,706758.59,412771.07,84539,47.39,17.47
2021-08-28,31,United States,Aerie,Activewear,N/A,7534983.61,4248296.86,3286686.75,1887628.34,1399058.41,230388,43.62,18.57
2021-08-28,31,United States,Aerie,Intimates,N/A,11314295.3,5891004.89,5423290.41,2916467.74,2506822.67,391227,47.93,22.16
2021-08-28,31,United States,Aerie,Swim,N/A,4593088.7,2745860.36,1847228.34,1280384.1,566844.25,133577,40.22,12.34
2021-08-28,31,United States,Aerie,Tops,N/A,3702356.73,2297851.46,1404505.27,1084090.25,320415.02,134064,37.94,8.65
2021-08-28,31,United States,American Eagle,Mens Apparel,Accessories,8987097.21,4712920.29,4274176.92,2117931.89,2156245.03,236162,47.56,23.99
2021-08-28,31,United States,American Eagle,Mens Apparel,Active Bottoms,9645675.19,5733003.0,3912672.19,2731600.76,1181071.43,294077,40.56,12.24
2021-08-28,31,United States,American Eagle,Mens Apparel,Jeans,15807956.74,9706760.25,6101196.49,4237347.03,1863849.46,354300,38.6,11.79
2021-08-28,31,United States,American Eagle,Mens Apparel,Others,9475457.66,6157870.37,3317587.29,2728637.9,588949.39,249880,35.01,6.22
2021-08-28,31,United States,American Eagle,Mens Apparel,Tops,17223838.76,10089021.92,7134816.85,4220654.66,2914162.18,369196,41.42,16.92
2021-08-28,31,United States,American Eagle,Womens Apparel,Accessories,8025589.51,4359709.15,3665880.36,2440529.51,1225350.85,194428,45.68,15.27
2021-08-28,31,United States,American Eagle,Womens Apparel,Dresses,7712507.23,4412083.4,3300423.83,1968377.96,1332045.86,187791,42.79,17.27
2021-08-28,31,United States,American Eagle,Womens Apparel,Jeans,17111926.84,10124025.8,6987901.04,4389592.55,2598308.49,394425,40.84,15.18
2021-08-28,31,United States,American Eagle,Womens Apparel,Others,8746548.71,5531419.38,3215129.33,2260567.19,954562.14,211535,36.76,10.91
2021-08-28,31,United States,American Eagle,Womens Apparel,Tops,11463383.63,7226838.27,4236545.37,3471731.57,764813.8,276147,36.96,6.67
2021-09-04,32,Canada,Aerie,Accessories,N/A,1096542.06,634001.03,462541.03,298070.05,164470.98,43855,42.18,15.0
2021-09-04,32,Canada,Aerie,Activewear,N/A,2451543.8,1584488.84,867054.96,728501.45,138553.51,74986,35.37,5.65
2021-09-04,32,Canada,Aerie,Intimates,N/A,4580947.69,2472774.71,2108172.98,1238249.34,869923.64,131897,46.02,18.99
2021-09-04,32,Canada,Aerie,Swim,N/A,1804025.01,1050738.39,753286.62,488607.6,264679.02,64283,41.76,14.67
2021-09-04,32,Canada,Aerie,Tops,N/A,1533020.85,922983.14,610037.7,377973.96,232063.74,38386,39.79,15.14
2021-09-04,32,Canada,American Eagle,Mens Apparel,Accessories,4371704.12,2351257.33,2020446.79,1204759.27,815687.52,91596,46.22,18.66
2021-09-04,32,Canada,American Eagle,Mens Apparel,Active Bottoms,4351996.5,2505166.32,1846830.18,1310592.28,536237.9,116801,42.44,12.32
2021-09-04,32,Canada,American Eagle,Mens Apparel,Jeans,9475694.6,5024924.85,4450769.74,2703373.09,1747396.66,241616,46.97,18.44
2021-09-04,32,Canada,American Eagle,Mens Apparel,Others,3827611.79,2406406.37,1421205.42,1182932.36,238273.06,108090,37.13,6.23
2021-09-04,32,Canada,American Eagle,Mens Apparel,Tops,7298405.75,4469860.54,2828545.2,1956983.99,871561.22,156025,38.76,11.94
2021-09-04,32,Canada,American Eagle,Womens Apparel,Accessories,4616895.25,2239831.98,2377063.27,1505838.82,871224.45,140898,51.49,18.87
2021-09-04,32,Canada,American Eagle,Womens Apparel,Dresses,3641913.04,2167178.3,1474734.73,821449.67,653285.06,76513,40.49,17.94
2021-09-04,32,Canada,American Eagle,Womens Apparel,Jeans,9279340.64,5517433.7,3761906.94,2408437.02,1353469.91,307117,40.54,14.59
2021-09-04,32,Canada,American Eagle,Womens Apparel,Others,4309855.06,2849829.81,1460025.25,1072858.44,387166.8,112107,33.88,8.98
2021-09-04,32,Canada,American Eagle,Womens Apparel,Tops,6818982.02,4169934.77,2649047.26,1914694.74,734352.51,182409,38.85,10.77
2021-09-04,32,United States,Aerie,Accessories,N/A,2836183.9,1582223.61,1253960.3,804267.71,449692.58,101881,44.21,15.86
2021-09-04,32,United States,Aerie,Activewear,N/A,8455757.17,4935309.56,3520447.61,2295523.54,1224924.07,313462,41.63,14.49
2021-09-04,32,United States,Aerie,Intimates,N/A,12511330.53,7195983.88,5315346.65,3686183.35,1629163.3,319278,42.48,13.02
2021-09-04,32,United States,Aerie,Swim,N/A,5183511.83,3027557.3,2155954.53,1638665.28,517289.25,137360,41.59,9.98
2021-09-04,32,United States,Aerie,Tops,N/A,5283778.89,3183760.48,2100018.41,1358668.86,741349.55,138697,39.74,14.03
2021-09-04,32,United States,American Eagle,Mens Apparel,Accessories,9774512.44,5442276.94,4332235.5,2809206.82,1523028.68,198968,44.32,15.58
2021-09-04,32,United States,American Eagle,Mens Apparel,Active Bottoms,10616947.21,6354081.67,4262865.54,3257583.47,1005282.07,221463,40.15,9.47
2021-09-04,32,United States,American Eagle,Mens Apparel,Jeans,19560636.63,12041304.7,7519331.93,5981744.84,1537587.09,564610,38.44,7.86
2021-09-04,32,United States,American Eagle,Mens Apparel,Others,8918140.89,6003153.52,2914987.37,2492972.67,422014.7,277130,32.69,4.73
2021-09-04,32,United States,American Eagle,Mens Apparel,Tops,18840856.33,12262684.96,6578171.37,5037006.84,1541164.53,554589,34.91,8.18
2021-09-04,32,United States,American Eagle,Womens Apparel,Accessories,12834219.36,7056554.6,5777664.76,3324998.46,2452666.3,354132,45.02,19.11
2021-09-04,32,United States,American Eagle,Womens Apparel,Dresses,10946506.46,6206808.51,4739697.94,3144743.09,1594954.85,298820,43.3,14.57
2021-09-04,32,United States,American Eagle,Womens Apparel,Jeans,19473571.44,11610533.1,7863038.34,5018710.74,2844327.6,421720,40.38,14.61
2021-09-04,32,United States,American Eagle,Womens Apparel,Others,10532610.64,6767550.21,3765060.42,3014934.14,750126.28,321645,35.75,7.12
2021-09-04,32,United States,American Eagle,Womens Apparel,Tops,16842934.03,10200995.9,6641938.13,4525702.47,2116235.67,384485,39.43,12.56
2021-09-11,33,Canada,Aerie,Accessories,N/A,778661.03,433370.68,345290.35,230500.5,114789.85,22084,44.34,14.74
2021-09-11,33,Canada,Aerie,Activewear,N/A,1741114.26,1069385.03,671729.23,521599.16,150130.06,51187,38.58,8.62
2021-09-11,33,Canada,Aerie,Intimates,N/A,2939972.06,1643038.37,1296933.7,892679.09,404254.61,108952,44.11,13.75
2021-09-11,33,Canada,Aerie,Swim,N/A,1096356.43,667311.63,429044.8,295475.46,133569.34,41142,39.13,12.18
2021-09-11,33,Canada,Aerie,Tops,N/A,960364.26,614348.75,346015.51,295887.12,50128.39,25705,36.03,5.22
2021-09-11,33,Canada,American Eagle,Mens Apparel,Accessories,2577225.95,1479102.13,1098123.83,710250.34,387873.48,67342,42.61,15.05
2021-09-11,33,Canada,American Eagle,Mens Apparel,Active Bottoms,2308078.97,1354612.68,953466.3,683689.86,269776.44,53787,41.31,11.69
2021-09-11,33,Canada,American Eagle,Mens Apparel,Jeans,5179144.35,3147732.97,2031411.38,1284399.72,747011.66,126656,39.22,14.42
2021-09-11,33,Canada,American Eagle,Mens Apparel,Others,2347571.27,1543895.14,803676.13,651510.71,152165.43,69905,34.23,6.48
2021-09-11,33,Canada,American Eagle,Mens Apparel,Tops,4432604.8,2825170.66,1607434.14,1195703.55,411730.59,110630,36.26,9.29
2021-09-11,33,Canada,American Eagle,Womens Apparel,Accessories,2451860.66,1290566.72,1161293.94,710103.38,451190.56,78132,47.36,18.4
2021-09-11,33,Canada,American Eagle,Womens Apparel,Dresses,2839371.08,1702263.56,1137107.52,773421.56,363685.97,58230,40.05,12.81
2021-09-11,33,Canada,American Eagle,Womens Apparel,Jeans,5354220.83,3119812.94,2234407.89,1542387.07,692020.82,166416,41.73,12.92
2021-09-11,33,Canada,American Eagle,Womens Apparel,Others,2218969.41,1491501.72,727467.68,559095.61,168372.07,67302,32.78,7.59
2021-09-11,33,Canada,American Eagle,Womens Apparel,Tops,3994139.42,2479952.62,1514186.8,1132937.73,381249.07,87774,37.91,9.55
2021-09-11,33,United States,Aerie,Accessories,N/A,2246626.48,1250275.09,996351.39,621671.42,374679.97,76774,44.35,16.68
2021-09-11,33,United States,Aerie,Activewear,N/A,5428797.12,3357231.43,2071565.69,1466590.58,604975.11,147732,38.16,11.14
2021-09-11,33,United States,Aerie,Intimates,N/A,6226211.47,3435134.07,2791077.4,1724620.67,1066456.73,211265,44.83,17.13
2021-09-11,33,United States,Aerie,Swim,N/A,3806137.26,2223006.24,1583131.01,1082492.22,500638.8,100667,41.59,13.15
2021-09-11,33,United States,Aerie,Tops,N/A,3473813.14,2215267.92,1258545.22,985247.24,273297.98,132751,36.23,7.87
2021-09-11,33,United States,American Eagle,Mens Apparel,Accessories,9436153.95,4953444.36,4482709.6,2557532.78,1925176.82,256243,47.51,20.4
2021-09-11,33,United States,American Eagle,Mens Apparel,Active Bottoms,7654162.25,4820535.88,2833626.37,2365990.47,467635.9,237617,37.02,6.11
2021-09-11,33,United States,American Eagle,Mens Apparel,Jeans,18298421.68,10364381.32,7934040.35,5178240.88,2755799.47,376695,43.36,15.06
